Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Year,Month,Day,Month_Name,Year_Month,Transaction_Type,Abs_Price,Refund_Amount,Sales_Amount
T4433,2022-07-11,C1388,Headphones,542.0,444.8649490125807,Paypal,completed,2022,7,11,July,2022-07,Sale,444.8649490125807,0.0,444.8649490125807
T4434,2021-06-28,C527,Headphones,10.0,-721.2212162511523,Cash,completed,2021,6,28,June,2021-06,Refund/Reversal,721.2212162511523,721.2212162511523,0.0
T4437,2025-01-05,C1502,Coffee Machine,5.0,493.37624951822966,Paypal,completed,2025,1,5,January,2025-01,Sale,493.37624951822966,0.0,493.37624951822966
T4438,2024-07-14,C4066,Headphones,1.0,-207.22002765788136,Cash,pending,2024,7,14,July,2024-07,Refund/Reversal,207.22002765788136,207.22002765788136,0.0
T4457,2023-03-07,C2355,Laptop,603.0,990.8219383413114,Paypal,pending,2023,3,7,March,2023-03,Sale,990.8219383413114,0.0,990.8219383413114
T4462,2021-06-01,C1768,Coffee Machine,5.0,-279.8983661804824,Credit card,completed,2021,6,1,June,2021-06,Refund/Reversal,279.8983661804824,279.8983661804824,0.0
T4471,2023-12-21,C3043,Laptop,7.0,-967.46,Paypal,completed,2023,12,21,December,2023-12,Refund/Reversal,967.46,967.46,0.0
T4475,2022-02-09,C1372,Tablet,2.0,727.126293377808,Paypal,completed,2022,2,9,February,2022-02,Sale,727.126293377808,0.0,727.126293377808
T4476,2024-12-21,C1468,Smartphone,9.0,75.93046352717654,Credit card,completed,2024,12,21,December,2024-12,Sale,75.93046352717654,0.0,75.93046352717654
T4492,2024-03-20,C1954,Tablet,4.0,-665.8090659646322,Credit card,completed,2024,3,20,March,2024-03,Refund/Reversal,665.8090659646322,665.8090659646322,0.0
T4496,2020-10-06,C3439,Coffee Machine,2.0,215.42,Cash,completed,2020,10,6,October,2020-10,Sale,215.42,0.0,215.42
T4504,2023-04-06,C2259,Coffee Machine,247.0,-577.3871180387489,Credit card,completed,2023,4,6,April,2023-04,Refund/Reversal,577.3871180387489,577.3871180387489,0.0
T4515,2024-04-07,C2736,Laptop,10.0,-816.7120982834892,Pay pal,completed,2024,4,7,April,2024-04,Refund/Reversal,816.7120982834892,816.7120982834892,0.0
T4519,2020-08-23,C2470,Laptop,9.0,-828.9607361584822,Credit card,failed,2020,8,23,August,2020-08,Refund/Reversal,828.9607361584822,828.9607361584822,0.0
T4536,2020-05-22,C4775,Coffee Machine,431.0,-681.3152252676814,Credit card,failed,2020,5,22,May,2020-05,Refund/Reversal,681.3152252676814,681.3152252676814,0.0
T4539,2020-07-17,C3223,Headphones,8.0,570.6266676736255,Cash,completed,2020,7,17,July,2020-07,Sale,570.6266676736255,0.0,570.6266676736255
T4540,2021-01-28,C2192,Laptop,8.0,411.6091414722544,Cash,completed,2021,1,28,January,2021-01,Sale,411.6091414722544,0.0,411.6091414722544
T8126,2021-05-25,C2396,Smartphone,4.0,335.9920520635594,Paypal,completed,2021,5,25,May,2021-05,Sale,335.9920520635594,0.0,335.9920520635594
T4559,2023-09-09,C3378,Headphones,989.0,895.7569643092638,Paypal,completed,2023,9,9,September,2023-09,Sale,895.7569643092638,0.0,895.7569643092638
T4566,2022-06-21,C1011,Headphones,733.0,-308.98,Cash,completed,2022,6,21,June,2022-06,Refund/Reversal,308.98,308.98,0.0
T4567,2023-04-18,C3961,Smartphone,2.0,-688.6988677062952,Paypal,completed,2023,4,18,April,2023-04,Refund/Reversal,688.6988677062952,688.6988677062952,0.0
T4570,2023-09-03,C2158,Laptop,318.0,952.8654970135926,Paypal,completed,2023,9,3,September,2023-09,Sale,952.8654970135926,0.0,952.8654970135926
T4572,2023-11-24,C2092,Smartphone,8.0,-784.9347299237193,Paypal,completed,2023,11,24,November,2023-11,Refund/Reversal,784.9347299237193,784.9347299237193,0.0
T4576,2023-04-19,C2628,Tablet,10.0,962.3776368849466,Creditcard,pending,2023,4,19,April,2023-04,Sale,962.3776368849466,0.0,962.3776368849466
T4581,2020-05-23,C3038,Laptop,4.0,-829.6329097844258,Paypal,completed,2020,5,23,May,2020-05,Refund/Reversal,829.6329097844258,829.6329097844258,0.0
T4585,2020-09-30,C3726,Smartphone,451.0,-247.12598536797145,Credit card,failed,2020,9,30,September,2020-09,Refund/Reversal,247.12598536797145,247.12598536797145,0.0
T4594,2020-09-13,C1141,Tablet,395.0,830.4759207921171,Paypal,completed,2020,9,13,September,2020-09,Sale,830.4759207921171,0.0,830.4759207921171
T4599,2022-02-07,C3753,Coffee Machine,10.0,785.1185151478084,Paypal,completed,2022,2,7,February,2022-02,Sale,785.1185151478084,0.0,785.1185151478084
T4600,2022-05-26,C3690,Smartphone,893.0,-588.3530822117448,Credit card,completed,2022,5,26,May,2022-05,Refund/Reversal,588.3530822117448,588.3530822117448,0.0
T4611,2020-08-02,C681,Laptop,558.0,544.1396693939508,Cash,pending,2020,8,2,August,2020-08,Sale,544.1396693939508,0.0,544.1396693939508
T4616,2024-11-10,C4946,Headphones,3.0,-719.3467888529285,Credit card,completed,2024,11,10,November,2024-11,Refund/Reversal,719.3467888529285,719.3467888529285,0.0
T4632,2020-01-07,C2058,Smartphone,474.0,-575.1284013603304,Cash,pending,2020,1,7,January,2020-01,Refund/Reversal,575.1284013603304,575.1284013603304,0.0
T4633,2021-08-05,C101,Laptop,6.0,-501.71,Credit card,completed,2021,8,5,August,2021-08,Refund/Reversal,501.71,501.71,0.0
T4640,2020-05-30,C2658,Smartphone,8.0,-750.1905823063602,Paypal,pending,2020,5,30,May,2020-05,Refund/Reversal,750.1905823063602,750.1905823063602,0.0
T4642,2022-04-11,C3983,Tablet,1.0,-673.2832313285488,Cash,completed,2022,4,11,April,2022-04,Refund/Reversal,673.2832313285488,673.2832313285488,0.0
T4646,2022-04-19,C694,Laptop,2.0,-595.9262747074408,Cash,completed,2022,4,19,April,2022-04,Refund/Reversal,595.9262747074408,595.9262747074408,0.0
T4652,2021-03-28,C833,Headphones,6.0,-755.3302240420068,Cash,pending,2021,3,28,March,2021-03,Refund/Reversal,755.3302240420068,755.3302240420068,0.0
T4662,2021-09-23,C819,Headphones,2.0,-376.96,Paypal,completed,2021,9,23,September,2021-09,Refund/Reversal,376.96,376.96,0.0
T4668,2023-07-31,C3079,Laptop,307.0,705.2695704317255,Paypal,pending,2023,7,31,July,2023-07,Sale,705.2695704317255,0.0,705.2695704317255
T4673,2021-01-15,C3789,Laptop,4.0,752.97,Creditcard,completed,2021,1,15,January,2021-01,Sale,752.97,0.0,752.97
T4675,2024-10-09,C4309,Tablet,207.0,-649.7877588309517,Paypal,pending,2024,10,9,October,2024-10,Refund/Reversal,649.7877588309517,649.7877588309517,0.0
T4677,2025-01-01,C1933,Laptop,2.0,-79.5669039020197,Pay pal,pending,2025,1,1,January,2025-01,Refund/Reversal,79.5669039020197,79.5669039020197,0.0
T4683,2023-05-06,C467,Tablet,6.0,602.0593123214447,Credit card,completed,2023,5,6,May,2023-05,Sale,602.0593123214447,0.0,602.0593123214447
T4684,2020-12-11,C951,Headphones,861.0,475.0203659482585,Paypal,completed,2020,12,11,December,2020-12,Sale,475.0203659482585,0.0,475.0203659482585
T4685,2021-04-13,C2444,Laptop,8.0,-890.48,Credit card,completed,2021,4,13,April,2021-04,Refund/Reversal,890.48,890.48,0.0
T4686,2023-06-21,C4148,Headphones,3.0,118.3003653706894,Credit card,completed,2023,6,21,June,2023-06,Sale,118.3003653706894,0.0,118.3003653706894
T4688,2024-12-13,C1340,Laptop,7.0,664.9556184944314,Paypal,pending,2024,12,13,December,2024-12,Sale,664.9556184944314,0.0,664.9556184944314
T4696,2022-06-08,C2746,Coffee Machine,418.0,367.7847658235623,Credit card,completed,2022,6,8,June,2022-06,Sale,367.7847658235623,0.0,367.7847658235623
T4703,2024-02-07,C2450,Laptop,284.0,-342.71086745755485,Credit card,completed,2024,2,7,February,2024-02,Refund/Reversal,342.71086745755485,342.71086745755485,0.0
T4709,2022-02-15,C541,Smartphone,5.0,691.0984097040842,Cash,completed,2022,2,15,February,2022-02,Sale,691.0984097040842,0.0,691.0984097040842
T4720,2024-05-03,C4031,Tablet,7.0,425.0480711559229,Credit card,completed,2024,5,3,May,2024-05,Sale,425.0480711559229,0.0,425.0480711559229
T4725,2023-07-22,C2131,Tablet,4.0,123.44866982690056,Cash,completed,2023,7,22,July,2023-07,Sale,123.44866982690056,0.0,123.44866982690056
T4727,2022-08-01,C1172,Laptop,3.0,-102.43979751487632,Paypal,completed,2022,8,1,August,2022-08,Refund/Reversal,102.43979751487632,102.43979751487632,0.0
T4728,2021-04-01,C3182,Coffee Machine,9.0,175.4542817258239,Paypal,completed,2021,4,1,April,2021-04,Sale,175.4542817258239,0.0,175.4542817258239
T4747,2023-07-01,C084,Coffee Machine,4.0,584.6947814385778,Pay pal,completed,2023,7,1,July,2023-07,Sale,584.6947814385778,0.0,584.6947814385778
T4749,2023-09-04,C1717,Smartphone,778.0,464.9338245406407,Paypal,completed,2023,9,4,September,2023-09,Sale,464.9338245406407,0.0,464.9338245406407
T4757,2024-01-22,C4372,Coffee Machine,935.0,-804.5562180494888,Creditcard,completed,2024,1,22,January,2024-01,Refund/Reversal,804.5562180494888,804.5562180494888,0.0
T4764,2024-01-10,C4119,Smartphone,3.0,-953.0127201466944,Paypal,completed,2024,1,10,January,2024-01,Refund/Reversal,953.0127201466944,953.0127201466944,0.0
T4769,2024-10-13,C608,Coffee Machine,9.0,-224.8153989206276,Credit card,failed,2024,10,13,October,2024-10,Refund/Reversal,224.8153989206276,224.8153989206276,0.0
T4774,2022-08-02,C396,Tablet,8.0,176.84409340143907,Credit card,completed,2022,8,2,August,2022-08,Sale,176.84409340143907,0.0,176.84409340143907
T4776,2024-09-24,C4992,Laptop,992.0,-429.5651899174902,Creditcard,completed,2024,9,24,September,2024-09,Refund/Reversal,429.5651899174902,429.5651899174902,0.0
T4780,2022-05-19,C3094,Coffee Machine,5.0,858.5517953617881,Credit card,pending,2022,5,19,May,2022-05,Sale,858.5517953617881,0.0,858.5517953617881
T4786,2022-05-21,C4153,Smartphone,599.0,-501.9576575515652,Credit card,failed,2022,5,21,May,2022-05,Refund/Reversal,501.9576575515652,501.9576575515652,0.0
T4788,2021-12-27,C1041,Smartphone,2.0,116.81424739637824,Credit card,failed,2021,12,27,December,2021-12,Sale,116.81424739637824,0.0,116.81424739637824
T4790,2024-12-03,C2711,Smartphone,283.0,679.7985872600588,Pay pal,completed,2024,12,3,December,2024-12,Sale,679.7985872600588,0.0,679.7985872600588
T4799,2023-07-02,C4062,Tablet,6.0,222.56701472067104,Creditcard,completed,2023,7,2,July,2023-07,Sale,222.56701472067104,0.0,222.56701472067104
T4807,2022-08-01,C3356,Smartphone,653.0,207.3327581538217,Pay pal,completed,2022,8,1,August,2022-08,Sale,207.3327581538217,0.0,207.3327581538217
T4808,2021-05-13,C4100,Smartphone,8.0,-781.1706584784513,Cash,pending,2021,5,13,May,2021-05,Refund/Reversal,781.1706584784513,781.1706584784513,0.0
T4810,2024-11-25,C2474,Headphones,390.0,938.9171113307344,Paypal,pending,2024,11,25,November,2024-11,Sale,938.9171113307344,0.0,938.9171113307344
T4815,2024-06-26,C1345,Coffee Machine,140.0,496.62325515254486,Cash,completed,2024,6,26,June,2024-06,Sale,496.62325515254486,0.0,496.62325515254486
T4822,2022-05-31,C2166,Headphones,984.0,68.95475253281874,Paypal,completed,2022,5,31,May,2022-05,Sale,68.95475253281874,0.0,68.95475253281874
T4832,2020-08-29,C507,Coffee Machine,955.0,111.22492598228824,Pay pal,completed,2020,8,29,August,2020-08,Sale,111.22492598228824,0.0,111.22492598228824
T4833,2021-03-01,C4051,Headphones,863.0,202.1652182571496,Pay pal,completed,2021,3,1,March,2021-03,Sale,202.1652182571496,0.0,202.1652182571496
T4840,2020-12-29,C3239,Laptop,3.0,-542.08193174177,Credit card,pending,2020,12,29,December,2020-12,Refund/Reversal,542.08193174177,542.08193174177,0.0
T4844,2023-08-13,C4027,Tablet,8.0,679.0949394796507,Pay pal,completed,2023,8,13,August,2023-08,Sale,679.0949394796507,0.0,679.0949394796507
T4848,2024-07-05,C4636,Tablet,522.0,-121.79,Paypal,completed,2024,7,5,July,2024-07,Refund/Reversal,121.79,121.79,0.0
T4854,2021-02-26,C3506,Coffee Machine,4.0,-256.4432655370864,Credit card,completed,2021,2,26,February,2021-02,Refund/Reversal,256.4432655370864,256.4432655370864,0.0
T4855,2020-04-13,C128,Smartphone,178.0,-527.7483016988311,Paypal,failed,2020,4,13,April,2020-04,Refund/Reversal,527.7483016988311,527.7483016988311,0.0
T4862,2020-02-19,C3274,Coffee Machine,3.0,-334.0860871323692,Cash,completed,2020,2,19,February,2020-02,Refund/Reversal,334.0860871323692,334.0860871323692,0.0
T4863,2023-08-29,C1096,Smartphone,7.0,245.0711745958184,Paypal,pending,2023,8,29,August,2023-08,Sale,245.0711745958184,0.0,245.0711745958184
T4866,2020-01-18,C879,Smartphone,1.0,318.55473313657035,Cash,pending,2020,1,18,January,2020-01,Sale,318.55473313657035,0.0,318.55473313657035
T4872,2022-09-01,C1480,Headphones,7.0,-373.5978994617159,Credit card,completed,2022,9,1,September,2022-09,Refund/Reversal,373.5978994617159,373.5978994617159,0.0
T4879,2024-10-23,C1206,Coffee Machine,1.0,365.2636583949847,Cash,completed,2024,10,23,October,2024-10,Sale,365.2636583949847,0.0,365.2636583949847
T4881,2020-08-27,C4225,Laptop,643.0,926.657923703918,Cash,pending,2020,8,27,August,2020-08,Sale,926.657923703918,0.0,926.657923703918
T4884,2024-02-24,C832,Smartphone,1.0,873.9032765498125,Pay pal,failed,2024,2,24,February,2024-02,Sale,873.9032765498125,0.0,873.9032765498125
T4886,2024-02-22,C4666,Headphones,9.0,465.67964135343686,Cash,completed,2024,2,22,February,2024-02,Sale,465.67964135343686,0.0,465.67964135343686
T4890,2024-07-01,C2992,Smartphone,10.0,121.89654508017648,Credit card,completed,2024,7,1,July,2024-07,Sale,121.89654508017648,0.0,121.89654508017648
T4893,2024-01-13,C4059,Tablet,2.0,415.5421407633478,Credit card,failed,2024,1,13,January,2024-01,Sale,415.5421407633478,0.0,415.5421407633478
T4903,2021-08-29,C637,Coffee Machine,793.0,-728.4809473081289,Cash,completed,2021,8,29,August,2021-08,Refund/Reversal,728.4809473081289,728.4809473081289,0.0
T4905,2023-07-21,C752,Coffee Machine,652.0,296.7687855104496,Paypal,completed,2023,7,21,July,2023-07,Sale,296.7687855104496,0.0,296.7687855104496
T4910,2021-06-18,C4981,Laptop,1.0,965.7126943852156,Credit card,failed,2021,6,18,June,2021-06,Sale,965.7126943852156,0.0,965.7126943852156
T4912,2024-06-04,C3508,Smartphone,4.0,-276.7775516258562,Pay pal,pending,2024,6,4,June,2024-06,Refund/Reversal,276.7775516258562,276.7775516258562,0.0
T4913,2021-07-25,C3860,Smartphone,270.0,-381.9372591050853,Credit card,completed,2021,7,25,July,2021-07,Refund/Reversal,381.9372591050853,381.9372591050853,0.0
T4916,2024-12-21,C874,Tablet,5.0,999.5709056568892,Paypal,completed,2024,12,21,December,2024-12,Sale,999.5709056568892,0.0,999.5709056568892
T4918,2022-07-10,C2635,Coffee Machine,3.0,-327.7244114593659,Pay pal,completed,2022,7,10,July,2022-07,Refund/Reversal,327.7244114593659,327.7244114593659,0.0
T4937,2024-01-11,C970,Laptop,680.0,341.2861441344485,Pay pal,completed,2024,1,11,January,2024-01,Sale,341.2861441344485,0.0,341.2861441344485
T4941,2023-08-18,C2494,Smartphone,907.0,203.6075072184292,Pay pal,completed,2023,8,18,August,2023-08,Sale,203.6075072184292,0.0,203.6075072184292
T4944,2023-06-12,C3092,Laptop,309.0,-928.5023829119446,Credit card,pending,2023,6,12,June,2023-06,Refund/Reversal,928.5023829119446,928.5023829119446,0.0
T4947,2020-01-04,C3229,Coffee Machine,8.0,242.66176396498685,Cash,failed,2020,1,4,January,2020-01,Sale,242.66176396498685,0.0,242.66176396498685
T4953,2024-10-11,C4294,Smartphone,10.0,55.88796144354307,Credit card,completed,2024,10,11,October,2024-10,Sale,55.88796144354307,0.0,55.88796144354307
T4954,2023-06-14,C4086,Headphones,3.0,-775.1722006672767,Paypal,completed,2023,6,14,June,2023-06,Refund/Reversal,775.1722006672767,775.1722006672767,0.0
T4959,2022-09-17,C1847,Smartphone,4.0,695.6781018010483,Pay pal,failed,2022,9,17,September,2022-09,Sale,695.6781018010483,0.0,695.6781018010483
T4968,2021-10-27,C011,Laptop,2.0,489.4136472935141,Paypal,completed,2021,10,27,October,2021-10,Sale,489.4136472935141,0.0,489.4136472935141
T4969,2021-07-20,C3338,Headphones,126.0,73.2354370359237,Cash,completed,2021,7,20,July,2021-07,Sale,73.2354370359237,0.0,73.2354370359237
T4971,2022-06-17,C3708,Headphones,3.0,-807.713845341585,Paypal,completed,2022,6,17,June,2022-06,Refund/Reversal,807.713845341585,807.713845341585,0.0
T4976,2023-09-17,C3965,Smartphone,5.0,891.1171370695236,Credit card,completed,2023,9,17,September,2023-09,Sale,891.1171370695236,0.0,891.1171370695236
T4980,2020-11-09,C1948,Headphones,5.0,269.7745446854299,Creditcard,completed,2020,11,9,November,2020-11,Sale,269.7745446854299,0.0,269.7745446854299
T4983,2022-05-27,C2598,Tablet,8.0,724.0827251046162,Credit card,completed,2022,5,27,May,2022-05,Sale,724.0827251046162,0.0,724.0827251046162
T4985,2021-09-12,C4189,Headphones,3.0,-755.174910109578,Creditcard,completed,2021,9,12,September,2021-09,Refund/Reversal,755.174910109578,755.174910109578,0.0
T4986,2021-07-01,C1772,Tablet,117.0,462.0847221430397,Credit card,failed,2021,7,1,July,2021-07,Sale,462.0847221430397,0.0,462.0847221430397
T4998,2022-08-08,C2607,Coffee Machine,6.0,978.1860721367328,Paypal,completed,2022,8,8,August,2022-08,Sale,978.1860721367328,0.0,978.1860721367328
T5003,2022-04-19,C1413,Headphones,1.0,-979.2944965978132,Paypal,failed,2022,4,19,April,2022-04,Refund/Reversal,979.2944965978132,979.2944965978132,0.0
T5008,2022-12-18,C1425,Headphones,3.0,356.2132809335145,Paypal,pending,2022,12,18,December,2022-12,Sale,356.2132809335145,0.0,356.2132809335145
T5010,2020-09-12,C1072,Coffee Machine,2.0,-334.93448662509707,Credit card,completed,2020,9,12,September,2020-09,Refund/Reversal,334.93448662509707,334.93448662509707,0.0
T5017,2020-09-21,C1010,Laptop,256.0,-823.76,Pay pal,completed,2020,9,21,September,2020-09,Refund/Reversal,823.76,823.76,0.0
T5018,2022-10-28,C379,Headphones,1.0,959.7847771159462,Creditcard,completed,2022,10,28,October,2022-10,Sale,959.7847771159462,0.0,959.7847771159462
T5022,2021-10-17,C268,Smartphone,260.0,530.6833432523349,Credit card,failed,2021,10,17,October,2021-10,Sale,530.6833432523349,0.0,530.6833432523349
T5030,2021-06-15,C1418,Laptop,2.0,-653.2358402457942,Paypal,completed,2021,6,15,June,2021-06,Refund/Reversal,653.2358402457942,653.2358402457942,0.0
T5032,2024-01-19,C2823,Laptop,425.0,-918.1447322418004,Pay pal,completed,2024,1,19,January,2024-01,Refund/Reversal,918.1447322418004,918.1447322418004,0.0
T5038,2020-02-14,C132,Tablet,986.0,-832.1996006454651,Paypal,pending,2020,2,14,February,2020-02,Refund/Reversal,832.1996006454651,832.1996006454651,0.0
T5041,2022-06-22,C1064,Laptop,5.0,-352.7821379389155,Pay pal,failed,2022,6,22,June,2022-06,Refund/Reversal,352.7821379389155,352.7821379389155,0.0
T5047,2023-10-10,C1638,Coffee Machine,1.0,-367.7016059854477,Pay pal,completed,2023,10,10,October,2023-10,Refund/Reversal,367.7016059854477,367.7016059854477,0.0
T5049,2022-05-23,C1866,Headphones,330.0,-442.8916692617066,Creditcard,pending,2022,5,23,May,2022-05,Refund/Reversal,442.8916692617066,442.8916692617066,0.0
T5053,2024-08-23,C1862,Smartphone,5.0,225.58921244245437,Creditcard,completed,2024,8,23,August,2024-08,Sale,225.58921244245437,0.0,225.58921244245437
T5055,2022-04-27,C2281,Laptop,9.0,264.57,Creditcard,completed,2022,4,27,April,2022-04,Sale,264.57,0.0,264.57
T5058,2022-06-27,C3969,Tablet,164.0,-426.0674065906149,Pay pal,pending,2022,6,27,June,2022-06,Refund/Reversal,426.0674065906149,426.0674065906149,0.0
T5059,2023-11-11,C1673,Smartphone,576.0,241.47502644821847,Cash,failed,2023,11,11,November,2023-11,Sale,241.47502644821847,0.0,241.47502644821847
T5060,2020-02-09,C2752,Tablet,8.0,-788.5078053402594,Cash,pending,2020,2,9,February,2020-02,Refund/Reversal,788.5078053402594,788.5078053402594,0.0
T5069,2024-04-26,C054,Smartphone,5.0,178.0130208575641,Credit card,pending,2024,4,26,April,2024-04,Sale,178.0130208575641,0.0,178.0130208575641
T5073,2021-08-27,C2403,Laptop,6.0,647.8846449966608,Creditcard,completed,2021,8,27,August,2021-08,Sale,647.8846449966608,0.0,647.8846449966608
T5076,2024-06-22,C2160,Laptop,9.0,-581.480134207929,Credit card,failed,2024,6,22,June,2024-06,Refund/Reversal,581.480134207929,581.480134207929,0.0
T5084,2023-01-26,C3884,Tablet,691.0,488.03801050828406,Cash,pending,2023,1,26,January,2023-01,Sale,488.03801050828406,0.0,488.03801050828406
T5085,2024-08-01,C2736,Laptop,337.0,-697.79,Credit card,completed,2024,8,1,August,2024-08,Refund/Reversal,697.79,697.79,0.0
T5088,2024-03-23,C2641,Tablet,8.0,-397.8836565533419,Pay pal,failed,2024,3,23,March,2024-03,Refund/Reversal,397.8836565533419,397.8836565533419,0.0
T5102,2021-07-01,C506,Smartphone,8.0,530.4489579832446,Credit card,pending,2021,7,1,July,2021-07,Sale,530.4489579832446,0.0,530.4489579832446
T5110,2020-03-09,C434,Coffee Machine,3.0,455.2329219437506,Paypal,pending,2020,3,9,March,2020-03,Sale,455.2329219437506,0.0,455.2329219437506
T5138,2020-10-14,C210,Smartphone,8.0,-471.7809405848885,Credit card,completed,2020,10,14,October,2020-10,Refund/Reversal,471.7809405848885,471.7809405848885,0.0
T5150,2022-04-21,C380,Laptop,267.0,-971.1616516503608,Pay pal,failed,2022,4,21,April,2022-04,Refund/Reversal,971.1616516503608,971.1616516503608,0.0
T5151,2023-06-19,C3850,Laptop,3.0,-105.31744412804562,Pay pal,completed,2023,6,19,June,2023-06,Refund/Reversal,105.31744412804562,105.31744412804562,0.0
T5156,2021-04-23,C2579,Headphones,2.0,672.2653859143265,Cash,completed,2021,4,23,April,2021-04,Sale,672.2653859143265,0.0,672.2653859143265
T5170,2023-12-31,C3568,Headphones,1.0,212.28172790324865,Credit card,completed,2023,12,31,December,2023-12,Sale,212.28172790324865,0.0,212.28172790324865
T5174,2020-12-18,C3842,Laptop,217.0,-801.634722189714,Credit card,completed,2020,12,18,December,2020-12,Refund/Reversal,801.634722189714,801.634722189714,0.0
T5182,2024-09-25,C2680,Headphones,1.0,583.9551698808364,Credit card,pending,2024,9,25,September,2024-09,Sale,583.9551698808364,0.0,583.9551698808364
T5185,2020-04-26,C321,Tablet,1.0,-219.47996519584035,Paypal,completed,2020,4,26,April,2020-04,Refund/Reversal,219.47996519584035,219.47996519584035,0.0
T5186,2023-01-08,C888,Coffee Machine,285.0,-557.9793165921469,Credit card,failed,2023,1,8,January,2023-01,Refund/Reversal,557.9793165921469,557.9793165921469,0.0
T5188,2024-05-25,C1021,Laptop,7.0,876.4814498703405,Credit card,pending,2024,5,25,May,2024-05,Sale,876.4814498703405,0.0,876.4814498703405
T5190,2022-09-01,C3895,Laptop,4.0,689.9913183754419,Cash,pending,2022,9,1,September,2022-09,Sale,689.9913183754419,0.0,689.9913183754419
T5193,2021-05-16,C3832,Tablet,1.0,673.0900701824308,Credit card,failed,2021,5,16,May,2021-05,Sale,673.0900701824308,0.0,673.0900701824308
T5197,2025-01-15,C4963,Tablet,444.0,-919.0229292497664,Paypal,completed,2025,1,15,January,2025-01,Refund/Reversal,919.0229292497664,919.0229292497664,0.0
T5199,2023-05-04,C1632,Tablet,4.0,-74.51,Pay pal,completed,2023,5,4,May,2023-05,Refund/Reversal,74.51,74.51,0.0
T5202,2024-09-22,C578,Laptop,558.0,-120.34965576749414,Credit card,completed,2024,9,22,September,2024-09,Refund/Reversal,120.34965576749414,120.34965576749414,0.0
T5219,2020-08-20,C1416,Tablet,310.0,-968.2287836424646,Credit card,pending,2020,8,20,August,2020-08,Refund/Reversal,968.2287836424646,968.2287836424646,0.0
T5240,2022-02-14,C1687,Smartphone,122.0,-563.5256201759523,Paypal,completed,2022,2,14,February,2022-02,Refund/Reversal,563.5256201759523,563.5256201759523,0.0
T5241,2020-05-03,C1598,Smartphone,7.0,952.26,Paypal,completed,2020,5,3,May,2020-05,Sale,952.26,0.0,952.26
T5252,2023-06-02,C896,Headphones,1.0,886.7313129621984,Cash,completed,2023,6,2,June,2023-06,Sale,886.7313129621984,0.0,886.7313129621984
T5254,2020-12-31,C3989,Tablet,2.0,774.2265722050843,Paypal,completed,2020,12,31,December,2020-12,Sale,774.2265722050843,0.0,774.2265722050843
T5260,2020-06-02,C394,Headphones,5.0,651.21,Pay pal,completed,2020,6,2,June,2020-06,Sale,651.21,0.0,651.21
T5264,2022-12-11,C4528,Tablet,7.0,60.29014598762132,Pay pal,completed,2022,12,11,December,2022-12,Sale,60.29014598762132,0.0,60.29014598762132
T5266,2024-01-19,C4886,Headphones,6.0,151.42780983181493,Pay pal,failed,2024,1,19,January,2024-01,Sale,151.42780983181493,0.0,151.42780983181493
T5267,2024-09-30,C1754,Smartphone,6.0,395.7675490359683,Credit card,completed,2024,9,30,September,2024-09,Sale,395.7675490359683,0.0,395.7675490359683
T5278,2024-09-09,C303,Tablet,4.0,652.0137625875145,Creditcard,completed,2024,9,9,September,2024-09,Sale,652.0137625875145,0.0,652.0137625875145
T5284,2022-09-24,C574,Coffee Machine,7.0,535.9386349483518,Cash,pending,2022,9,24,September,2022-09,Sale,535.9386349483518,0.0,535.9386349483518
T5298,2021-11-25,C869,Smartphone,4.0,-874.7976745306794,Pay pal,completed,2021,11,25,November,2021-11,Refund/Reversal,874.7976745306794,874.7976745306794,0.0
T5301,2021-02-01,C3352,Coffee Machine,135.0,308.27847877240464,Creditcard,completed,2021,2,1,February,2021-02,Sale,308.27847877240464,0.0,308.27847877240464
T5305,2023-02-20,C909,Tablet,10.0,507.8129031645422,Credit card,completed,2023,2,20,February,2023-02,Sale,507.8129031645422,0.0,507.8129031645422
T5315,2020-05-07,C896,Coffee Machine,9.0,-844.5073441270838,Credit card,completed,2020,5,7,May,2020-05,Refund/Reversal,844.5073441270838,844.5073441270838,0.0
T5332,2022-09-02,C4494,Headphones,7.0,-97.38501935376009,Pay pal,completed,2022,9,2,September,2022-09,Refund/Reversal,97.38501935376009,97.38501935376009,0.0
T5340,2020-12-04,C3915,Headphones,10.0,-419.478456770663,Credit card,completed,2020,12,4,December,2020-12,Refund/Reversal,419.478456770663,419.478456770663,0.0
T5344,2024-06-11,C3135,Tablet,3.0,-250.24,Credit card,completed,2024,6,11,June,2024-06,Refund/Reversal,250.24,250.24,0.0
T5350,2021-09-08,C398,Laptop,785.0,282.4369854831632,Creditcard,pending,2021,9,8,September,2021-09,Sale,282.4369854831632,0.0,282.4369854831632
T5363,2020-07-03,C1306,Smartphone,8.0,-398.0257539573563,Paypal,pending,2020,7,3,July,2020-07,Refund/Reversal,398.0257539573563,398.0257539573563,0.0
T5385,2023-07-26,C3527,Tablet,827.0,-154.54,Pay pal,completed,2023,7,26,July,2023-07,Refund/Reversal,154.54,154.54,0.0
T5401,2020-05-24,C3012,Headphones,825.0,168.60428970203185,Paypal,completed,2020,5,24,May,2020-05,Sale,168.60428970203185,0.0,168.60428970203185
